Timestamp,Hey guys! I just saw that a penguin escaped.,I'm going out with the guys. You can deal with the penguins.,We're going to need to hire a Python guy to deal with our penguin problems.,This would never have happened if the Java guys were here.,That penguin is such a good guy,Those guys dealt with the penguin emergency so professionally.,I met a great Erlang guy the other day who knows how to deal with thorny penguin issues,Do you identify as a woman?,Unnamed: 10,???
2013-12-27 00:23:38,gender neutral,just men,just men,just men,just men,just men,just men,No,Portland,
2013-12-27 00:39:30,gender neutral,just men,just men,gender neutral,just men,just men,just men,No,Taiwan,
2013-12-27 00:40:19,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,California,
2013-12-27 00:42:39,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Australia,
2013-12-27 00:42:52,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 00:44:27,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,Yes,Oregon,
2013-12-27 00:44:56,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Madrid,
2013-12-27 00:50:20,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,,
2013-12-27 00:53:00,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Vancouver,
2013-12-27 00:54:42,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 00:55:43,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,EEA,
2013-12-27 00:55:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 00:57:01,gender neutral,just men,just men,just men,just men,just men,just men,No,Duluth,
2013-12-27 00:58:30,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Los Angeles,
2013-12-27 01:00:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,NoVa,
2013-12-27 01:01:39,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Hobart,
2013-12-27 01:03:33,gender neutral,just men,just men,just men,just men,just men,just men,Yes,the midwest,
2013-12-27 01:11:03,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,San Francisco,
2013-12-27 01:17:49,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Southern California,
2013-12-27 01:18:07,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Chicago,
2013-12-27 01:19:02,just men,just men,just men,just men,just men,just men,just men,No,Austin,
2013-12-27 01:19:40,gender neutral,just men,just men,just men,just men,just men,just men,Yes,North Carolina,
2013-12-27 01:19:46,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Berlin,
2013-12-27 01:20:06,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,US,
2013-12-27 01:20:07,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Saskatoon,
2013-12-27 01:21:00,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Chicago,
2013-12-27 01:21:09,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-27 01:21:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Washington DC,
2013-12-27 01:22:03,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Arizona,
2013-12-27 01:22:05,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Alberta,
2013-12-27 01:23:31,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 01:23:56,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Boston,
2013-12-27 01:24:31,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Arizona,
2013-12-27 01:25:37,gender neutral,just men,just men,just men,just men,just men,just men,Yes,PDX,
2013-12-27 01:26:09,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 01:26:16,gender neutral,just men,just men,just men,gender neutral,just men,just men,Yes,western WA,
2013-12-27 01:26:22,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,California ,
2013-12-27 01:28:36,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Tucson,
2013-12-27 01:29:27,gender neutral,just men,just men,just men,just men,just men,just men,Yes,LA,
2013-12-27 01:30:33,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 01:34:21,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 01:43:09,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,California (bay area),
2013-12-27 01:43:30,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,San Francisco ,
2013-12-27 01:43:45,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Western Canada,
2013-12-27 01:46:24,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,France,
2013-12-27 01:46:33,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 01:47:32,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Midwest,
2013-12-27 01:50:15,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,Yes,,
2013-12-27 01:58:25,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Berlin,
2013-12-27 02:03:29,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Germany,
2013-12-27 02:06:20,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,San Francisco,
2013-12-27 02:06:30,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,,
2013-12-27 02:09:41,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,England,
2013-12-27 02:14:06,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Rochester NU,
2013-12-27 02:15:34,gender neutral,just men,just men,just men,just men,just men,just men,No,de,
2013-12-27 02:18:48,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 02:22:22,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 02:23:05,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Denmark,
2013-12-27 02:23:33,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Staffordshire,
2013-12-27 02:32:43,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 02:34:13,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,budapest,
2013-12-27 02:38:16,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,United States,
2013-12-27 02:39:36,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,Yes,San Jose,
2013-12-27 02:40:22,just men,just men,just men,just men,gender neutral,just men,just men,No,,
2013-12-27 02:40:33,just men,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 02:41:21,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Earth,
2013-12-27 02:42:35,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Silicon Valley,
2013-12-27 02:42:47,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Silicon Valley,
2013-12-27 02:42:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Brisbane,
2013-12-27 02:45:11,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,at my parents',
2013-12-27 02:46:17,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Sydney,
2013-12-27 02:46:26,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 02:46:27,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Munich,
2013-12-27 02:46:39,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 02:47:39,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Sweden,
2013-12-27 02:47:57,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Eugene,
2013-12-27 02:49:45,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,just men,No,California,
2013-12-27 02:50:06,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,here,
2013-12-27 02:51:59,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-27 02:53:53,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Australia,
2013-12-27 02:55:57,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,hove,
2013-12-27 02:57:26,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,just men,Yes,UK,
2013-12-27 02:58:28,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,York,
2013-12-27 03:01:04,gender neutral,just men,just men,gender neutral,just men,gender neutral,gender neutral,Yes,rural washington state,
2013-12-27 03:02:49,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 03:03:37,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Uk,
2013-12-27 03:07:30,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 03:07:32,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,UK,
2013-12-27 03:10:17,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,England ,
2013-12-27 03:10:30,gender neutral,just men,just men,just men,just men,gender neutral,gender neutral,Yes,Canada,
2013-12-27 03:17:55,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-27 03:21:16,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 03:22:26,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Canada,
2013-12-27 03:23:39,gender neutral,just men,just men,just men,just men,just men,just men,No,Wisconsin,
2013-12-27 03:24:57,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Sweden,
2013-12-27 03:27:37,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Dublin,
2013-12-27 03:29:17,just men,just men,just men,just men,just men,just men,just men,No,Gothenburg,
2013-12-27 03:29:27,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,cambridge ma,
2013-12-27 03:32:05,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Hungary,
2013-12-27 03:38:23,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,just men,No,The Netherlands,
2013-12-27 03:40:20,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,SF,
2013-12-27 03:41:33,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,uk,
2013-12-27 03:44:15,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 03:45:20,gender neutral,just men,gender neutral,just men,just men,gender neutral,just men,No,,
2013-12-27 03:46:45,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,St. Paul,
2013-12-27 03:51:13,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,gender neutral,No,Seattle,
2013-12-27 03:52:02,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Berlin,
2013-12-27 03:52:52,just men,just men,just men,just men,just men,just men,just men,No,Australia,
2013-12-27 03:58:00,just men,just men,just men,just men,just men,just men,just men,No,Vienna,
2013-12-27 03:59:24,gender neutral,just men,just men,just men,just men,just men,just men,No,Aotearoa,
2013-12-27 03:59:35,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Amsterdam,
2013-12-27 04:03:22,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 04:05:05,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,London,
2013-12-27 04:08:16,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 04:08:49,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,London,
2013-12-27 04:11:34,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,New Zealand,
2013-12-27 04:12:33,just men,just men,just men,just men,just men,just men,just men,Yes,Aotearoa New Zealand,
2013-12-27 04:13:24,gender neutral,just men,just men,just men,just men,just men,just men,Yes,London,
2013-12-27 04:19:13,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Amsterdam,
2013-12-27 04:20:18,gender neutral,just men,just men,just men,just men,just men,just men,No,Berlin,
2013-12-27 04:20:26,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Haarlem,
2013-12-27 04:26:13,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 04:29:05,gender neutral,gender neutral,just men,just men,gender neutral,gender neutral,just men,No,UK,
2013-12-27 04:30:52,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Seattle,
2013-12-27 04:34:25,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,The Netherlands,
2013-12-27 04:34:31,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,England,
2013-12-27 04:35:25,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,UK,
2013-12-27 04:37:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,UK,
2013-12-27 04:41:38,gender neutral,just men,just men,just men,just men,just men,just men,No,Australia,
2013-12-27 04:42:08,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,London,
2013-12-27 04:47:22,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 04:49:01,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 04:56:44,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Sydney,
2013-12-27 05:01:10,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 05:04:36,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Gibraltar,
2013-12-27 05:04:58,just men,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 05:06:58,just men,gender neutral,gender neutral,just men,just men,just men,gender neutral,Yes,belgium,
2013-12-27 05:08:25,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,Spain (where a group of chicos and chicas together,
2013-12-27 05:12:39,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 05:14:48,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Berlin,
2013-12-27 05:16:21,gender neutral,gender neutral,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Lymm,
2013-12-27 05:18:02,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 05:18:44,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 05:23:47,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,New York,
2013-12-27 05:34:54,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Oxford,
2013-12-27 05:36:46,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,Oxford,
2013-12-27 05:43:15,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,New York,
2013-12-27 05:46:06,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 05:46:14,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,London,
2013-12-27 05:48:10,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,No,Southampton,
2013-12-27 05:54:38,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Sydney,
2013-12-27 05:56:04,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,UK,
2013-12-27 05:59:04,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,Pune,
2013-12-27 06:02:21,just men,just men,just men,just men,just men,just men,just men,No,London,
2013-12-27 06:10:29,gender neutral,just men,gender neutral,gender neutral,just men,just men,just men,No,San Francisco,
2013-12-27 06:11:27,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,London,
2013-12-27 06:26:07,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Holland,
2013-12-27 06:26:53,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Netherlans,
2013-12-27 06:39:47,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Australia,
2013-12-27 06:53:05,gender neutral,just men,just men,just men,just men,just men,just men,No,Boston,
2013-12-27 06:53:10,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-27 07:00:46,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 07:07:19,gender neutral,just men,just men,just men,just men,just men,just men,Yes,,
2013-12-27 07:09:34,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,The South of England,
2013-12-27 07:12:16,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Sydney,
2013-12-27 07:12:38,just men,just men,just men,just men,just men,just men,just men,Yes,Leeds,
2013-12-27 07:14:31,just men,just men,just men,just men,just men,just men,just men,No,Scotland,
2013-12-27 07:22:54,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Montreal,
2013-12-27 07:28:01,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Grand rapids,
2013-12-27 07:29:15,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Australia,
2013-12-27 07:36:46,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Germany,
2013-12-27 07:37:34,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,Denver,
2013-12-27 07:39:13,gender neutral,just men,just men,gender neutral,just men,just men,just men,Yes,UK,
2013-12-27 07:42:05,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Bath,
2013-12-27 07:42:11,gender neutral,gender neutral,just men,just men,just men,gender neutral,just men,No,Sweden,
2013-12-27 07:43:34,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Minnesota ,
2013-12-27 07:43:36,gender neutral,just men,just men,just men,just men,just men,just men,No,Berlin,
2013-12-27 07:45:16,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Berlin,
2013-12-27 07:46:18,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,,
2013-12-27 07:49:54,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Bay Area,
2013-12-27 07:51:52,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,St Louis,
2013-12-27 07:53:18,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Uk,
2013-12-27 07:53:53,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 07:53:58,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,,
2013-12-27 07:54:29,gender neutral,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-27 08:04:47,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,Virginia,
2013-12-27 08:08:05,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Belgium,
2013-12-27 08:08:51,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,England,
2013-12-27 08:11:54,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Wisconsin/Illinois,
2013-12-27 08:13:56,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Massachusetts ,
2013-12-27 08:15:31,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Toronto,
2013-12-27 08:19:19,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,in a box under a bridge,
2013-12-27 08:21:49,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Silly Valley & associated environs,
2013-12-27 08:22:22,just men,just men,just men,just men,just men,just men,just men,No,New York,
2013-12-27 08:26:22,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,NYC,
2013-12-27 08:34:03,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Canada,
2013-12-27 08:35:48,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,London,
2013-12-27 08:37:12,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 08:39:43,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,,
2013-12-27 08:39:45,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Vancouver,
2013-12-27 08:58:19,gender neutral,just men,just men,just men,,gender neutral,just men,No,,
2013-12-27 09:01:49,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Ohio,
2013-12-27 09:02:05,gender neutral,just men,just men,just men,,gender neutral,just men,Yes,Ohio,
2013-12-27 09:03:23,gender neutral,gender neutral,just men,gender neutral,gender neutral,gender neutral,just men,No,Germany (not a native EN speaker),
2013-12-27 09:03:36,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Uk,
2013-12-27 09:10:07,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,columbus,
2013-12-27 09:13:42,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Ontario,
2013-12-27 09:30:48,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Austin,
2013-12-27 09:31:57,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,NYC,
2013-12-27 09:34:20,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 09:35:16,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,San Francisco,
2013-12-27 09:41:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Denver,
2013-12-27 09:42:01,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Pittsburgh,
2013-12-27 09:42:34,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 09:46:54,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Kansas,
2013-12-27 09:47:28,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Columbus,
2013-12-27 09:48:00,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,New York City,
2013-12-27 09:48:44,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,San Francisco,
2013-12-27 09:52:19,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Amsterdam,
2013-12-27 09:52:19,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 10:04:12,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Washington state,
2013-12-27 10:07:16,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-27 10:10:38,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,New York,
2013-12-27 10:15:09,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,Yes,germany,
2013-12-27 10:32:40,just men,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Detroit,
2013-12-27 10:37:04,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Seattle,
2013-12-27 10:37:30,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Sweden,
2013-12-27 10:41:07,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,Yes,Michigan,
2013-12-27 10:47:36,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 10:47:45,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,,
2013-12-27 10:48:01,gender neutral,just men,just men,just men,gender neutral,just men,just men,No,Edmonton,
2013-12-27 10:51:56,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,California,
2013-12-27 10:52:48,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,Yes,Luxembourg,
2013-12-27 10:58:04,gender neutral,just men,just men,just men,just men,just men,just men,No,,
2013-12-27 10:59:48,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,Holland,
2013-12-27 11:06:39,gender neutral,just men,just men,just men,just men,just men,just men,No,FL,
2013-12-27 11:07:50,gender neutral,gender neutral,just men,gender neutral,just men,gender neutral,just men,Yes,uk,
2013-12-27 11:10:12,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,San Francisco Bay Area (lifelong resident) (for the Those guys dealt with the penguin emergency one,
2013-12-27 11:11:02,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Norway,
2013-12-27 11:12:41,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,Brighton,
2013-12-27 11:17:12,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,just men,No,15213,
2013-12-27 11:20:03,gender neutral,just men,just men,gender neutral,just men,just men,just men,No,,
2013-12-27 11:23:52,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,Lahore,
2013-12-27 11:27:58,gender neutral,just men,just men,just men,just men,just men,just men,No,cambridge,
2013-12-27 11:29:38,gender neutral,just men,just men,just men,just men,just men,just men,Yes,Illinois,
2013-12-27 11:32:19,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,Yes,Texas,
2013-12-27 11:35:05,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,washington,
2013-12-27 11:36:11,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,Sydney,
2013-12-27 11:36:29,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 11:37:02,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,NYC,
2013-12-27 11:40:56,gender neutral,just men,just men,just men,just men,just men,just men,No,Portland,
2013-12-27 11:47:43,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,UK,
2013-12-27 11:48:45,gender neutral,just men,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,portland,
2013-12-27 11:49:39,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Boston,
2013-12-27 11:49:43,just men,just men,gender neutral,just men,just men,gender neutral,just men,No,NYC,
2013-12-27 11:50:35,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,Illinois,
2013-12-27 11:50:56,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,,
2013-12-27 11:51:36,gender neutral,just men,just men,just men,just men,gender neutral,just men,Yes,London,
2013-12-27 11:51:53,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,Portland Oregon,
2013-12-27 11:52:05,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Atlanta,
2013-12-27 11:52:14,gender neutral,just men,just men,gender neutral,gender neutral,gender neutral,just men,No,,
2013-12-27 11:53:34,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,gender neutral,No,USA,
2013-12-27 11:53:54,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,New York,
2013-12-27 11:54:30,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 11:54:37,gender neutral,just men,just men,gender neutral,just men,gender neutral,just men,No,,
2013-12-27 11:55:30,gender neutral,just men,just men,just men,just men,just men,just men,No,UK,
2013-12-27 11:57:11,gender neutral,just men,just men,just men,just men,just men,just men,Yes,San Francisco,
2013-12-27 12:00:31,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,minneapolis,
2013-12-27 12:00:55,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,,
2013-12-27 12:01:09,gender neutral,just men,just men,just men,just men,just men,just men,No,Berkeley,
2013-12-27 12:01:25,gender neutral,just men,gender neutral,gender neutral,just men,gender neutral,gender neutral,No,,
2013-12-27 12:04:50,gender neutral,just men,just men,just men,gender neutral,gender neutral,just men,No,New York,
2013-12-27 12:07:06,gender neutral,just men,just men,just men,just men,gender neutral,just men,No,Raleigh,
2013-12-27 12:07:37,gender neutral,just men,just men,just men,just men,just men,just men,No,Spain,
